CpG_site,correlation,p_value,n_samples,adj_p_value,significant
"('chr14', 37602055, 37602543, 0)",0.15777429170339125,0.10969233752083854,104,0.34782448675748484,False
"('chr14', 37602562, 37603599, 0)",0.2494415023954922,0.010662507632813688,104,0.08668001185446053,False
"('chr14', 37610947, 37611625, 0)",0.24274399190041732,0.013033678437106988,104,0.09800006318533608,False
"('chr14', 37622234, 37622922, 0)",0.3402257766599841,0.0004097364964759995,104,0.011062885404851987,True
"('chr14', 54219985, 54219986, 0)",0.0952920785018549,0.3359295897236575,104,0.6055908233561534,False
"('chr14', 60642218, 60642459, 0)",0.08771195333572865,0.37594796916253637,104,0.6304535443593213,False
"('chr14', 60655950, 60656739, 0)",0.09815023364075175,0.32156929373198456,104,0.5923574583563681,False
"('chr14', 68628253, 68629015, 0)",-0.14393522963024577,0.14491816828670714,104,0.39675362918589774,False
"('chr14', 74565763, 74567352, 0)",-0.139541457852558,0.15772270965304752,104,0.4201223745915257,False
"('chr14', 75282859, 75283026, 0)",-0.12760813412938057,0.19895511306867528,103,0.47666819154493917,False
"('chr14', 77025449, 77026664, 0)",-0.1223280160564604,0.21605729988672306,104,0.4960806376523643,False
"('chr14', 92687785, 92688290, 0)",-0.1312929579709126,0.18401072378195277,104,0.45829085923052393,False
"('chr14', 94936469, 94937144, 0)",-0.17189164108451374,0.08102273941132071,104,0.28647325720431255,False
"('chr14', 99230689, 99232215, 0)",0.1176588146640874,0.2342335861967924,104,0.5172295546501662,False
"('chr14', 101364918, 101365063, 0)",-0.04412795359564811,0.6564669345572888,104,0.8140738186368048,False
"('chr14', 102683757, 102684821, 0)",-0.07477370613346404,0.4506175716902722,104,0.6793574557970095,False
"('chr14', 103102446, 103102925, 0)",0.22748675384256975,0.020210472823881102,104,0.1316875145872658,False
"('chr14', 103126872, 103127311, 0)",0.02265357575343488,0.8194447803011938,104,0.9148501017781127,False
"('chr14', 103705133, 103705961, 0)",0.006357518878132393,0.9489294076272329,104,0.9717240509670872,False
"('chr14', 103710905, 103712798, 0)",-0.24972523099022437,0.010570998581624077,104,0.08668001185446053,False
"('chr14', 103727628, 103728068, 0)",-0.26250166508070183,0.007101879854620348,104,0.07286955350121835,False
"('chr14', 103728583, 103730140, 0)",-0.3853814699904412,5.348967467422756e-05,104,0.002476121287812417,True
"('chr14', 104171737, 104172279, 0)",-0.06556657259217563,0.508432054941412,104,0.7154096441242506,False
"('chr14', 104698429, 104699529, 0)",0.047653990868093896,0.6309595630221001,104,0.7968100523412621,False
"('chr14', 104973276, 104974172, 0)",-0.16918290147815535,0.08600097656292045,104,0.2987402343764605,False
"('chr14', 105165780, 105167053, 0)",-0.272812223344135,0.0050805771053875695,104,0.06035725601200432,False
"('chr14', 105468383, 105469526, 0)",-0.12324513786159655,0.2126080271443544,104,0.49331706298338485,False
"('chr14', 105529546, 105530006, 0)",0.011962693795798939,0.9040666056903384,104,0.9521552549291862,False
"('chr15', 36879701, 36880225, 0)",0.12421619436778665,0.20899880653859612,104,0.49093474973561707,False
"('chr15', 37095010, 37096167, 0)",0.11099733432870076,0.2619711445007209,104,0.5450467945128834,False
"('chr15', 41501572, 41501952, 0)",0.0496506353735869,0.6167031522304393,104,0.7877885428492062,False
"('chr15', 41501957, 41502856, 0)",0.08254049145950582,0.40484459163898284,104,0.6462360997566873,False
"('chr15', 45116675, 45116808, 0)",-0.05346667463883299,0.5898516843755465,104,0.7723748776449691,False
"('chr15', 45135152, 45135716, 0)",0.19105537870167533,0.05204306025903103,104,0.22849800473321086,False
"('chr15', 52794446, 52796529, 0)",0.2056708766002891,0.036212147145674084,104,0.19120013692915916,False
"('chr15', 64326599, 64327375, 0)",-0.21399781655164946,0.029965511699450408,103,0.16791994291956172,False
"('chr15', 65396584, 65397052, 0)",0.10839151505918573,0.27340643682481286,104,0.5561761077874618,False
"('chr15', 66705977, 66706779, 0)",0.13548661241563315,0.17027193729091517,104,0.43859945556820884,False
"('chr15', 70474559, 70475561, 0)",-0.035520920935828815,0.7203593387908857,104,0.8564938984978674,False
"('chr15', 74132633, 74132753, 0)",0.0016186943211410343,0.9869886728965191,104,0.9903230940887371,False
"('chr15', 74132766, 74133258, 0)",0.2614277020639722,0.007348708893875246,104,0.0746176595378102,False
"('chr15', 74134671, 74134767, 0)",0.13977783463702714,0.15701304387968773,104,0.41917190141363825,False
"('chr15', 76341443, 76341858, 0)",0.017795707973346377,0.8577005088329241,104,0.9334143397141781,False
"('chr15', 78764002, 78764724, 0)",-0.017660223358094834,0.85877262062929,104,0.9334143397141781,False
"('chr15', 82043042, 82044037, 0)",-0.2508706258692117,0.010208541878950999,104,0.084809424840516,False
"('chr15', 84817009, 84817633, 0)",0.1091688813465202,0.26996043070536235,104,0.5530716276022943,False
"('chr15', 93332970, 93334111, 0)",0.16979292997561074,0.08485911911957283,104,0.2956382214488344,False
"('chr15', 96334070, 96334452, 0)",0.24191072765912192,0.013358651998186047,104,0.09862511018748081,False
"('chr15', 96341915, 96342517, 0)",0.022338846931865018,0.8219115005758454,104,0.9148501017781127,False
"('chr15', 96343381, 96343749, 0)",0.03169644744638503,0.7494117524718371,104,0.8711361662784173,False
"('chr15', 96346384, 96347862, 0)",-0.10566963612489624,0.28570506295585524,104,0.5663351826972457,False
"('chr15', 96351740, 96352450, 0)",-0.13513189430644287,0.1714038390184141,104,0.43859945556820884,False
"('chr15', 96357983, 96359585, 0)",0.015140930908140018,0.8787528987088059,104,0.9464718437588953,False
"('chr15', 96361779, 96363892, 0)",0.014004796970245967,0.8877892051912813,104,0.9498104082551317,False
"('chr15', 96365565, 96366541, 0)",0.17737628429131694,0.07164931241297354,104,0.2651694179022198,False
"('chr15', 96369586, 96369870, 0)",0.035937433986901704,0.7172183535705249,104,0.8537629299015868,False
"('chr16', 533594, 534275, 0)",-0.08559131818223618,0.38764240359744934,104,0.6381522224826129,False
"('chr16', 621870, 622632, 0)",-0.14217231805835803,0.14995809102580743,104,0.4048868457696801,False
"('chr16', 676457, 677088, 0)",0.029676834632697782,0.7648991837603569,104,0.8796629628367402,False
"('chr16', 832666, 833204, 0)",-0.03288151587046625,0.7403697265194747,104,0.8660703667135491,False
"('chr16', 963964, 965150, 0)",-0.014132281916963918,0.8867745083487644,104,0.9498104082551317,False
"('chr16', 987243, 987741, 0)",0.02572748349913441,0.7954487367821627,104,0.8974293440619271,False
"('chr16', 1019294, 1019755, 0)",0.04765068699710226,0.6309832677033266,104,0.7968100523412621,False
"('chr16', 1160558, 1160740, 0)",-0.1253007278657883,0.20501975675969555,104,0.4871269420610366,False
"('chr16', 1530865, 1531305, 0)",0.016020287669171684,0.8717694901353842,104,0.9412643197435329,False
"('chr16', 1531893, 1532690, 0)",-0.34569800119454763,0.00032524898234264694,104,0.009424287585928403,True
"('chr16', 1534215, 1534639, 0)",-0.02713067162865594,0.7845565432984907,104,0.8924324307967723,False
"('chr16', 1535926, 1536074, 0)",-0.18171299166633842,0.06487473248184564,104,0.2525932853579364,False
"('chr16', 1788617, 1789286, 0)",-0.11627801126478399,0.23980756564363934,104,0.5227116072110208,False
"('chr16', 1794751, 1795095, 0)",0.038115932248992214,0.7008677150651844,104,0.8444531901596745,False
"('chr16', 1979171, 1979175, 0)",-0.0020232999437312634,0.9846431704840107,93,0.988804806876589,False
"('chr16', 1980017, 1980133, 0)",0.03832924275624774,0.6992738915857465,104,0.8444531901596745,False
"('chr16', 2090786, 2091156, 0)",-0.11172552526687302,0.2588346452034601,104,0.5419761712803999,False
"('chr16', 2124640, 2125142, 0)",-0.06595220876040526,0.5080390291619963,103,0.7154096441242506,False
"('chr16', 2126117, 2126815, 0)",-0.012478781288282878,0.9076011325401883,89,0.9533423036761659,False
"('chr16', 2162741, 2163821, 0)",-0.11650134979862961,0.23889980982508952,104,0.5217150258680263,False
"('chr16', 2482614, 2483482, 0)",-0.012559744846752582,0.8993031539907371,104,0.9513017216883585,False
"('chr16', 2663655, 2665473, 0)",-0.1427857332046035,0.1481896919232197,104,0.40193916439448635,False
"('chr16', 3086855, 3088214, 0)",-0.07524794826605291,0.4477424909145468,104,0.6768454006216672,False
"('chr16', 3950289, 3951544, 0)",-0.0824902102075945,0.40513181867214765,104,0.6462360997566873,False
"('chr16', 4679764, 4680412, 0)",0.06651188208581646,0.5023248866052571,104,0.7129772584074616,False
"('chr16', 4680419, 4680656, 0)",0.020559680059261114,0.8358878682484381,104,0.9220378713826782,False
"('chr16', 8569888, 8570230, 0)",-0.1353256198015468,0.1707849771717418,104,0.43859945556820884,False
"('chr16', 12261026, 12262043, 0)",-0.09394575653531219,0.3428326638439713,104,0.6094594348501352,False
"('chr16', 22314620, 22315410, 0)",0.047703534955046666,0.630604137966643,104,0.7968100523412621,False
"('chr16', 29130760, 29131351, 0)",-0.06686165447685817,0.5000749117726185,104,0.7123369246832983,False
"('chr16', 29218447, 29218961, 0)",-0.1468395659054183,0.138844678107607,103,0.3920092168440817,False
"('chr16', 29261405, 29261678, 0)",0.03043009716254482,0.7614238547343204,102,0.8788484960088172,False
"('chr16', 31130198, 31130827, 0)",0.06537679705546842,0.5096627055519485,104,0.7156965652431616,False
"('chr16', 31476434, 31477026, 0)",-0.016242751355888298,0.8700043333334212,104,0.9412643197435329,False
"('chr16', 31477162, 31477582, 0)",-0.170083734940513,0.08431905628300372,104,0.2946207025417895,False
"('chr16', 50673565, 50674023, 0)",-0.271560640629915,0.005294965645016158,104,0.0608770601026808,False
"('chr16', 51154426, 51154700, 0)",0.11088473485414502,0.2624584382068233,104,0.5451059870449407,False
"('chr16', 54283188, 54283300, 0)",-0.2551485402815746,0.008949382617491395,104,0.08054444355742256,False
"('chr16', 54283420, 54283925, 0)",-0.17946781638982634,0.06831397194684354,104,0.25857464124655516,False
"('chr16', 54288288, 54289212, 0)",0.32025913951568624,0.0009187681394404865,104,0.019149062274654353,True
"('chr16', 54290337, 54290485, 0)",0.025740538371662416,0.7953472140622155,104,0.8974293440619271,False
"('chr16', 54933310, 54934068, 0)",0.2598794538290248,0.007717883409990083,104,0.0770491217736825,False
"('chr16', 54936011, 54936100, 0)",-0.04190173988023728,0.6727794053405444,104,0.8256838156452135,False
"('chr16', 54936391, 54937170, 0)",0.291335332252427,0.002695247727708791,104,0.04105069616048773,True
"('chr16', 54937871, 54938901, 0)",0.24834483294035675,0.011022766160428075,104,0.08788621609790974,False
"('chr16', 54939215, 54940010, 0)",-0.03299705664985089,0.7394900200289791,104,0.8660703667135491,False
"('chr16', 55328564, 55329113, 0)",0.32885109026121573,0.0006534074224549371,104,0.015524960357529304,True
"('chr16', 55331690, 55332092, 0)",0.2134266515693411,0.02960334869527121,104,0.16772341983676028,False
"('chr16', 57528582, 57529147, 0)",-0.2036272322518893,0.03814667161345091,104,0.1961828825834618,False
"('chr16', 57619482, 57622117, 0)",-0.09302465419288188,0.34760656897622655,104,0.6094594348501352,False
"('chr16', 57797082, 57798341, 0)",-0.25605844835614233,0.008699908963983614,104,0.07954419000184729,False
"('chr16', 67165188, 67166084, 0)",0.3146732782608138,0.0011406258662536967,104,0.022967178459481215,True
"('chr16', 67198556, 67200246, 0)",-0.17628211334347443,0.07344584605933277,104,0.2684728157491918,False
"('chr16', 67394343, 67394981, 0)",0.10482138487785903,0.2896119660139433,104,0.5663351826972457,False
"('chr16', 67652668, 67654076, 0)",-0.19576277133479036,0.04641697281203602,104,0.2162484851007796,False
"('chr16', 67654079, 67654080, 0)",0.18521667964274782,0.0708185813348374,96,0.26428839576343616,False
"('chr16', 68235107, 68235551, 0)",-0.2528075124789084,0.009620379671421372,104,0.08296322207058754,False
"('chr16', 73063283, 73064087, 0)",-0.0524481244199052,0.5969666466535335,104,0.7733875422294415,False
"('chr16', 73065714, 73065771, 0)",0.008299978502799794,0.9333570422807793,104,0.9608554400623064,False
"('chr16', 73231937, 73232442, 0)",-0.10406566433251115,0.2931224065063006,104,0.5666633818486404,False
"('chr16', 82138412, 82139564, 0)",0.1041161707227932,0.29288692278984807,104,0.5666633818486404,False
"('chr16', 84195973, 84197603, 0)",-0.2443233211999857,0.012436600571159862,104,0.09593949012037609,False
"('chr16', 85286388, 85287226, 0)",-0.1583584499547995,0.10836716462641856,104,0.34782448675748484,False
"('chr16', 85384337, 85385501, 0)",-0.21472100540799427,0.028606606307798564,104,0.16417704489693088,False
"('chr16', 85436342, 85437601, 0)",-0.26346727633767786,0.0068862435442929755,104,0.07239696752761111,False
"('chr16', 85637650, 85638219, 0)",-0.09075419429266826,0.35955078491383824,104,0.621215534130959,False
"('chr16', 85639992, 85639993, 0)",-0.014645392721520704,0.8832674722383026,103,0.9496124497910439,False
"('chr16', 85752209, 85753916, 0)",-0.10466884352389402,0.2903182880998507,104,0.5663351826972457,False
"('chr16', 86512306, 86513613, 0)",0.023289744433995015,0.8144641364964235,104,0.9119541886500953,False
"('chr16', 86571416, 86572823, 0)",-0.199256985700541,0.042575182024023606,104,0.2098726815126143,False
"('chr16', 87705728, 87706761, 0)",-0.10018558958000023,0.3115874598221451,104,0.5834873542604179,False
"('chr16', 87839135, 87839842, 0)",-0.18316006284134323,0.06273361367845856,104,0.2525932853579364,False
"('chr16', 87847753, 87848545, 0)",-0.13487653861014934,0.17222210526183315,104,0.43859945556820884,False
"('chr16', 87867023, 87868102, 0)",-0.07521132456465474,0.4479641545392002,104,0.6768454006216672,False
"('chr16', 87924530, 87925827, 0)",-0.3495082096202581,0.0002762495180850586,104,0.009116234096806933,True
"('chr16', 88184237, 88184875, 0)",-0.01889114986489126,0.8490417602072257,104,0.9279315649734904,False
"('chr16', 88487972, 88488668, 0)",0.010306971441646266,0.9172937433162764,104,0.9559166377716987,False
"('chr16', 88497744, 88498088, 0)",0.049887698414297584,0.6150197571764929,104,0.7873313270750794,False
"('chr16', 88498437, 88499939, 0)",-0.1458313958195976,0.1396411356332714,104,0.3924718489398117,False
"('chr16', 88509108, 88510658, 0)",-0.09428156214025477,0.34110256389946353,104,0.608453222090935,False
"('chr16', 88523366, 88523996, 0)",-0.08741019583577397,0.3775988157865297,104,0.6318132297949257,False
"('chr16', 88533483, 88533886, 0)",0.08169487676426736,0.4096910296141769,104,0.6462360997566873,False
"('chr16', 88534159, 88535011, 0)",-0.12417757234596005,0.209141516368454,104,0.49093474973561707,False
"('chr16', 88881139, 88881573, 0)",-0.006881355967660065,0.9447277566497263,104,0.969573533760147,False
"('chr16', 88939162, 88939415, 0)",-0.03369433820366521,0.7341882083021835,104,0.8650251414507836,False
"('chr16', 88976381, 88976733, 0)",-0.09564502735684946,0.3341345803029919,104,0.6032703364740949,False
"('chr16', 89052399, 89052400, 0)",-0.2931106792724796,0.002932893195657767,101,0.043015766869647254,True
"('chr16', 89071491, 89072517, 0)",-0.06795409360349086,0.49308166121165614,104,0.7049109669307431,False
"('chr16', 89833570, 89834261, 0)",-0.06321072999966434,0.523817208562875,104,0.7297197301235722,False
"('chr17', 903723, 904428, 0)",-0.12176005072371984,0.21821320477349676,104,0.4973737181503329,False
"('chr17', 909828, 910208, 0)",-0.11993998666628881,0.22522434854418663,104,0.506957929743571,False
"('chr17', 2056967, 2056978, 0)",-0.10257593541435489,0.30012450580980427,104,0.5732281557910731,False
"('chr17', 2057378, 2057430, 0)",-0.032988985187540606,0.739551463781663,104,0.8660703667135491,False
"('chr17', 2058379, 2058380, 0)",0.059487094451857854,0.5505814940360344,103,0.7483026592740099,False
"('chr17', 2795710, 2797551, 0)",-0.037797665693411794,0.7032481658060894,104,0.8456060941069172,False
"('chr17', 3888226, 3888888, 0)",-0.1823478213913215,0.06392822256890449,104,0.2525932853579364,False
"('chr17', 4900375, 4901207, 0)",0.2825079479997086,0.003665024381714911,104,0.050046539833072584,False
"('chr17', 7383879, 7384333, 0)",0.058580655056505906,0.5547247838947348,104,0.7483026592740099,False
"('chr17', 7587572, 7589274, 0)",0.011601370289932814,0.9069510166239592,104,0.9533423036761659,False
"('chr17', 9023670, 9024597, 0)",0.02004241602250417,0.8399610739948691,104,0.9227950792779313,False
"('chr17', 10802351, 10804295, 0)",-0.1492671602650643,0.13045238989371297,104,0.3789179442389511,False
"('chr17', 17700269, 17700870, 0)",-0.3488135139113705,0.00028464127016199377,104,0.009139292674390502,True
"('chr17', 17722355, 17723277, 0)",-0.06550114161596995,0.508856186266828,104,0.7154096441242506,False
"('chr17', 17810220, 17810316, 0)",-0.09302514507753,0.34760401376881506,104,0.6094594348501352,False
"('chr17', 18382962, 18383604, 0)",0.022173123255537386,0.8232110764316519,104,0.9148501017781127,False
"('chr17', 28384373, 28385016, 0)",0.09312427493685672,0.34708825318497954,104,0.6094594348501352,False
"('chr17', 28505989, 28506588, 0)",-0.1933955898325347,0.049179630200973413,104,0.22385210988029278,False
"('chr17', 29572493, 29572976, 0)",-0.2317010535611041,0.017950398097513982,104,0.12116518715821939,False
"('chr17', 29613102, 29613198, 0)",0.3123808371757767,0.0012450253580641704,104,0.024651502089670575,True
"('chr17', 31560029, 31560748, 0)",-0.11790161357595133,0.23326289057631625,104,0.5170080485161637,False
"('chr17', 32683623, 32684324, 0)",-0.005813426774997611,0.9532950024951885,104,0.972950569556945,False
"('chr17', 40500213, 40501844, 0)",-0.15826462825719834,0.10857915533798183,104,0.34782448675748484,False
"('chr17', 41526028, 41526728, 0)",0.09278291072246576,0.3488663489647512,104,0.6103876621062215,False
"('chr17', 41624437, 41625061, 0)",-0.2212725908553685,0.023987339195021704,104,0.14466803897052738,False
"('chr17', 41654015, 41656656, 0)",-0.3762985452933935,8.25591390598096e-05,104,0.00326934190676846,True
"('chr17', 42039937, 42040343, 0)",-0.039818017246447186,0.688186663978101,104,0.8376698327930163,False
"('chr17', 42670305, 42670743, 0)",-0.17259837231109385,0.07976253239179422,104,0.28455822366802264,False
"('chr17', 42671787, 42672559, 0)",-0.18170612523553675,0.06488503202818474,104,0.2525932853579364,False
"('chr17', 42686840, 42687090, 0)",-0.11379709572562038,0.2500524732360773,104,0.5323697817284226,False
"('chr17', 42783965, 42785461, 0)",-0.0608617767877172,0.5393881040296796,104,0.7380339474271331,False
"('chr17', 44210385, 44210726, 0)",-0.10905980411344245,0.270442183523673,104,0.5530716276022943,False
"('chr17', 44353730, 44354248, 0)",-0.11287785888472182,0.25392382471659913,104,0.5379079093751017,False
"('chr17', 44354383, 44354528, 0)",0.25866067623813993,0.00833625916561639,103,0.07798012510828561,False
"('chr17', 44558821, 44559410, 0)",0.3204494399071707,0.0009119562249399644,104,0.019149062274654353,True
"('chr17', 45043295, 45044562, 0)",-0.08155261761934282,0.41050968071119404,104,0.6462360997566873,False
"('chr17', 47708787, 47709260, 0)",-0.13324330906936302,0.17752385207998397,104,0.4458738610380993,False
"('chr17', 47847716, 47847871, 0)",-0.010618173681858724,0.91480579636025,104,0.9559016468253705,False
"('chr17', 48530363, 48530931, 0)",-0.14024462727347486,0.155618617548817,104,0.4163849496576455,False
"('chr17', 48542150, 48542620, 0)",0.019353665300936827,0.8453911978046879,104,0.9256449244165614,False
"('chr17', 48542937, 48542938, 0)",-0.055150671977252486,0.5819428384477989,102,0.7665475882597559,False
"('chr17', 48551124, 48551324, 0)",-0.04418140357240281,0.6608752125327451,101,0.8144395772706443,False
"('chr17', 48558152, 48560229, 0)",-0.09930443983440812,0.31588383564095895,104,0.5872769902057265,False
"('chr17', 48568369, 48569237, 0)",-0.3433452959173433,0.0003593831625582501,104,0.009929004584167466,True
"('chr17', 48569492, 48570652, 0)",-0.3515071300753694,0.0002533603389715748,104,0.00870739080635547,True
"('chr17', 48573841, 48576395, 0)",-0.5527099861360454,1.1768000352663668e-09,104,4.660128139654812e-07,True
"('chr17', 48592122, 48592801, 0)",0.01771466896782245,0.8583417527137478,104,0.9334143397141781,False
"('chr17', 48596130, 48596131, 0)",-0.3333226682424838,0.0005450417109313566,104,0.013214480665029624,True
"('chr17', 48605648, 48607402, 0)",-0.004096139179233909,0.9670823374305418,104,0.9801672036089685,False
"('chr17', 48619752, 48621348, 0)",-0.24588460952383628,0.011869941888277951,104,0.0927729668636461,False
"('chr17', 48629513, 48633461, 0)",-0.23634734696589266,0.015714706387749505,104,0.11112542374194292,False
"('chr17', 48633593, 48633594, 0)",-0.08179899684081898,0.4114097299070496,103,0.6462360997566873,False
"('chr17', 48641725, 48642389, 0)",0.2269424283443948,0.020519508082884105,104,0.1324846500134039,False
"('chr17', 49890515, 49891021, 0)",0.16409667434480935,0.09600409359918616,104,0.3240138158972533,False
"('chr17', 57045487, 57045980, 0)",0.16186966831365499,0.10066310267820609,104,0.33417657135758133,False
"('chr17', 57045990, 57046242, 0)",0.14996652460057994,0.12863992868966778,104,0.3765549352783395,False
"('chr17', 57406095, 57407745, 0)",-0.22526167058501118,0.021499493570248954,104,0.13614047414024877,False
"('chr17', 61395792, 61396333, 0)",0.29992546744289883,0.001979948120595097,104,0.0331292727784081,True
"('chr17', 61403014, 61403246, 0)",0.19204219379470178,0.05081929308606804,104,0.22588375745084946,False
"('chr17', 61404884, 61405108, 0)",0.0217554005729329,0.8264888967162607,104,0.9167775997188774,False
"('chr17', 61408073, 61409040, 0)",0.11017371886784866,0.2655497231089477,104,0.5486488192233563,False
"('chr17', 61456399, 61456565, 0)",0.19007713434880022,0.05328006578077621,104,0.23185611043063054,False
"('chr17', 61456926, 61457815, 0)",0.2772919926142046,0.004375164249641244,104,0.05529462902738083,False
"('chr17', 62680557, 62680900, 0)",0.08538700211055691,0.38878054350228164,104,0.6381522224826129,False
"('chr17', 64779400, 64779401, 0)",0.016554671222943775,0.8675304550791297,104,0.9394951509881551,False
"('chr17', 66675985, 66677042, 0)",-0.11039237578425184,0.26459644926900927,104,0.5476316754905627,False
"('chr17', 72115811, 72116728, 0)",0.3969712294707772,3.0170479340687606e-05,104,0.001792126472836844,True
"('chr17', 72123372, 72124186, 0)",0.3697385803170602,0.00011206939367510608,104,0.004294788376968581,True
"('chr17', 74356688, 74356968, 0)",0.052757994499204194,0.5947980163174214,104,0.7733875422294415,False
"('chr17', 74356971, 74357264, 0)",0.17971443057571324,0.06792912650202723,104,0.25857464124655516,False
"('chr17', 74357265, 74357550, 0)",0.23056024648802306,0.018539558845292375,104,0.12443500513111494,False
"('chr17', 74466382, 74467132, 0)",0.10047234811970139,0.31019748715585116,104,0.5834873542604179,False
"('chr17', 75557829, 75558779, 0)",-0.10404794351816733,0.2932050586464975,104,0.5666633818486404,False
"('chr17', 75587757, 75587914, 0)",-0.07261687051542459,0.463822463591893,104,0.687058711654824,False
"('chr17', 75753505, 75754155, 0)",-0.04216400810255201,0.6708495595993631,104,0.8241667805626094,False
"('chr17', 76138031, 76138032, 0)",-0.11948847685824708,0.23162144638721943,102,0.5146870343106831,False
"('chr17', 77319870, 77320339, 0)",-0.08697329173650661,0.37999680381909,104,0.6337294878150727,False
"('chr17', 77322804, 77324123, 0)",-0.07274423177971137,0.4630368629872629,104,0.687058711654824,False
"('chr17', 77373725, 77374498, 0)",-0.0735658683890218,0.45798637902022976,104,0.6842305697494141,False
"('chr17', 78040593, 78041794, 0)",0.008300463733043531,0.9333531551646048,104,0.9608554400623064,False
"('chr17', 79089941, 79090485, 0)",0.04399294221465358,0.6574517385565405,104,0.8144395772706443,False
"('chr17', 79154518, 79155452, 0)",-0.21547114189139852,0.028042090681068003,104,0.1617184647044116,False
"('chr17', 79793160, 79793357, 0)",-0.010809571734131086,0.9132760463916293,104,0.9559016468253705,False
"('chr17', 80892122, 80892460, 0)",-0.088863023231576,0.3696911383835871,104,0.6303443934858438,False
"('chr17', 80892468, 80892469, 0)",0.09346678016937342,0.3453099354053272,104,0.6094594348501352,False
"('chr17', 81036137, 81037031, 0)",0.006072404737192606,0.9512168784574015,104,0.9725005607636773,False
"('chr17', 81071968, 81072869, 0)",-0.002278002126267234,0.9816898339783822,104,0.9875084866776612,False
"('chr17', 81086880, 81087674, 0)",-0.25275089074277446,0.009637141957694512,104,0.08296322207058754,False
"('chr17', 81121891, 81122574, 0)",-0.20447809316166196,0.03733097327815995,104,0.19474101455171308,False
"('chr17', 81285012, 81286022, 0)",-0.07135367437411863,0.47165368409470787,104,0.6929868937031979,False
"('chr17', 81403735, 81404069, 0)",0.07029484483032461,0.4782728602034564,104,0.6966495942015002,False
"('chr17', 81427986, 81429100, 0)",-0.08168103936376939,0.40977061694508504,104,0.6462360997566873,False
"('chr17', 81840673, 81842340, 0)",-0.08054374459725631,0.41634280430953907,104,0.6482506572997803,False
"('chr17', 81994740, 81995260, 0)",-0.16834565150083172,0.08758802330065316,104,0.3016074541483361,False
"('chr17', 82003707, 82004214, 0)",-0.2529490207612008,0.009578599513086487,104,0.08296322207058754,False
"('chr17', 82787090, 82787698, 0)",0.12623724639362513,0.2016276658637095,104,0.48099129928933115,False
"('chr17', 82839756, 82841067, 0)",-0.08251975672458844,0.4049630223699033,104,0.6462360997566873,False
"('chr17', 82876156, 82876466, 0)",-0.12467914982750784,0.20729357648667104,104,0.49056726865769956,False
"('chr17', 82882796, 82883406, 0)",-0.09336137457782917,0.34585660002743257,104,0.6094594348501352,False
"('chr17', 83090510, 83092378, 0)",0.1670287869455862,0.4575137281696544,22,0.6842305697494141,False
"('chr17', 83111588, 83112053, 0)",0.010778205773731484,0.9135267174634525,104,0.9559016468253705,False
"('chr17', 83179020, 83179648, 0)",-0.2490237056092745,0.010798519995336833,104,0.08668001185446053,False
"('chr18', 11148154, 11148407, 0)",0.13098876570536497,0.18503785807453177,104,0.4598848857584597,False
"('chr18', 13611115, 13612527, 0)",-0.05519582727773116,0.5778619092251366,104,0.764552386323125,False
"('chr18', 13641529, 13642349, 0)",-0.104473095296777,0.29122634554787336,104,0.5665120042872437,False
"('chr18', 22164977, 22165431, 0)",0.07291940336904539,0.4619575495201042,104,0.687058711654824,False
"('chr18', 22166261, 22167230, 0)",0.13743705846333243,0.164146525468691,104,0.4295287935171914,False
"('chr18', 22172337, 22174245, 0)",0.06754232284432377,0.49571153528839024,104,0.7078188749069803,False
"('chr18', 22177310, 22177311, 0)",0.0900520482475478,0.3656697004401145,103,0.6268623436116247,False
"('chr18', 26546314, 26547372, 0)",0.008681083868638011,0.9303045465308583,104,0.9608554400623064,False
"('chr18', 26547386, 26547519, 0)",-3.775707374450987e-05,0.9996964892799771,104,0.9996964892799771,False
"('chr18', 48790141, 48790885, 0)",-0.012954556396705105,0.8961551806868882,104,0.950077100761197,False
"('chr18', 48859685, 48860082, 0)",-0.058733026224942135,0.5536938342777529,104,0.7483026592740099,False
"('chr18', 57439153, 57439712, 0)",0.13765307018173895,0.1634783289279256,104,0.4295287935171914,False
"('chr18', 57439732, 57440368, 0)",0.24340920853075362,0.01277920975732356,104,0.09714307008130713,False
"('chr18', 75204498, 75205023, 0)",-0.19809028173797866,0.043827352378569065,104,0.2141092161378995,False
"('chr18', 79397263, 79398037, 0)",-0.03449755118741241,0.7280963944535089,104,0.8615323870625184,False
"('chr18', 79458352, 79459026, 0)",-0.0031082898651243647,0.9750179943753713,104,0.984130312079814,False
"('chr18', 79470762, 79471557, 0)",0.1576018773875336,0.11008586449563494,104,0.34782448675748484,False
"('chr18', 79771591, 79772261, 0)",-0.1227304904495301,0.2145387472927477,104,0.49567031285085605,False
"('chr18', 79863696, 79864085, 0)",0.10272045461499316,0.2994404573812544,104,0.5732281557910731,False
"('chr18', 79875961, 79876785, 0)",-0.11530841415621837,0.24377624105428916,104,0.5246488666168397,False
"('chr19', 518877, 519183, 0)",0.18474076359811695,0.06046092529203781,104,0.2511697617905326,False
"('chr19', 609929, 610559, 0)",-0.1037222554757968,0.2947268532590057,104,0.5684017884280825,False
"('chr19', 891531, 892258, 0)",-0.2388513122128111,0.014613092915544032,104,0.10521426899191703,False
"('chr19', 1041582, 1043456, 0)",-0.19296954348967552,0.0496910083481812,104,0.22403817431893974,False
